Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2018,Brazil,Ukraine,BRA,UKR,14,65,0,0,0,0,0
2018,Bulgaria,Ukraine,BGR,UKR,0,40,0,0,0,0,0
2018,Canada,Ukraine,CAN,UKR,1319,298,0,0,0,0,0
2018,"Costa Rica",Ukraine,CRI,UKR,17,0,0,0,0,0,0
2018,Cyprus,Ukraine,CYP,UKR,30,120,0,0,0,0,0
2018,Czechia,Ukraine,CZE,UKR,318,241,0,0,0,0,0
2018,Denmark,Ukraine,DNK,UKR,27,46,0,0,0,0,0
2018,Ecuador,Ukraine,ECU,UKR,14,0,0,0,0,0,0
2018,Estonia,Ukraine,EST,UKR,64,9,0,0,0,0,0
2018,Finland,Ukraine,FIN,UKR,8,38,0,0,0,0,0
2018,France,Ukraine,FRA,UKR,1715,703,0,0,0,0,0
2018,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,144,178,0,0,0,0,0
2018,Georgia,Ukraine,GEO,UKR,617,10,0,0,0,0,0
2018,Germany,Ukraine,DEU,UKR,741,3149,0,0,0,0,0
2018,Greece,Ukraine,GRC,UKR,145,117,0,0,0,0,0
2018,Croatia,Ukraine,HRV,UKR,8,5,0,0,0,0,0
2018,Hungary,Ukraine,HUN,UKR,19,0,0,0,0,0,0
2018,Iceland,Ukraine,ISL,UKR,17,24,0,0,0,0,0
2018,India,Ukraine,IND,UKR,0,7,0,0,0,0,0
2018,Ireland,Ukraine,IRL,UKR,78,53,0,0,0,0,0
2018,Israel,Ukraine,ISR,UKR,0,7857,0,0,0,0,0
2018,Italy,Ukraine,ITA,UKR,5861,4164,0,0,0,0,0
2018,Jordan,Ukraine,JOR,UKR,0,18,0,0,0,0,0
2018,Kyrgyzstan,Ukraine,KGZ,UKR,19,6,0,0,0,0,0
2018,"Rep. of Korea",Ukraine,KOR,UKR,14,59,0,0,0,0,0
2018,Kuwait,Ukraine,KWT,UKR,0,5,0,0,0,0,0
2018,Lebanon,Ukraine,LBN,UKR,0,5,0,0,0,0,0
2018,Liechtenstein,Ukraine,LIE,UKR,5,9,0,0,0,0,0
2018,Lithuania,Ukraine,LTU,UKR,64,7,0,0,0,0,0
2018,Luxembourg,Ukraine,LUX,UKR,6,20,0,0,0,0,0
2018,Mauritania,Ukraine,MRT,UKR,5,0,0,0,0,0,0
2018,"Rep. of Moldova",Ukraine,MDA,UKR,58,10,0,0,0,0,0
2018,Mexico,Ukraine,MEX,UKR,18,5,0,0,0,0,0
2018,Malta,Ukraine,MLT,UKR,136,43,0,0,0,0,0
2018,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,23,31,0,0,0,0,0
2018,Norway,Ukraine,NOR,UKR,10,14,0,0,0,0,0
2018,Panama,Ukraine,PAN,UKR,0,5,0,0,0,0,0
2018,Peru,Ukraine,PER,UKR,16,0,0,0,0,0,0
2018,Poland,Ukraine,POL,UKR,464,309,0,0,0,0,0
2018,Portugal,Ukraine,PRT,UKR,423,15,0,0,0,0,0
2018,Romania,Ukraine,ROU,UKR,28,7,0,0,0,0,0
2018,"Russian Federation",Ukraine,RUS,UKR,75146,795,0,0,0,0,0
2018,Spain,Ukraine,ESP,UKR,562,4300,0,0,0,0,0
2018,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,15,0,0,0,0,0,0
2018,Slovakia,Ukraine,SVK,UKR,23,0,0,0,0,0,0
2018,Slovenia,Ukraine,SVN,UKR,5,0,0,0,0,0,0
2018,Sweden,Ukraine,SWE,UKR,215,445,0,0,0,0,0
2018,Switzerland,Ukraine,CHE,UKR,56,0,0,0,0,0,0
2018,Ukraine,Ukraine,UKR,UKR,0,0,1500002,0,0,0,0
2018,Uruguay,Ukraine,URY,UKR,11,0,0,0,0,0,0
2018,"United States of America",Ukraine,USA,UKR,2270,7661,0,0,0,0,0
2019,Argentina,Ukraine,ARG,UKR,117,91,0,0,0,0,0
2019,Armenia,Ukraine,ARM,UKR,116,5,0,0,0,0,0
2019,Australia,Ukraine,AUS,UKR,24,118,0,0,0,0,0
2019,Austria,Ukraine,AUT,UKR,265,313,0,0,0,0,0
2019,Azerbaijan,Ukraine,AZE,UKR,5,0,0,0,0,0,0
2019,Belgium,Ukraine,BEL,UKR,254,105,0,0,0,0,0
2019,Belarus,Ukraine,BLR,UKR,2300,98,0,0,0,0,0
2019,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,5,0,0,0,0,0,0
2019,Brazil,Ukraine,BRA,UKR,17,79,0,0,0,0,0
2019,Bulgaria,Ukraine,BGR,UKR,0,40,0,0,0,0,0
2019,Canada,Ukraine,CAN,UKR,1199,307,0,0,0,0,0
2019,"Costa Rica",Ukraine,CRI,UKR,13,0,0,0,0,0,0
2019,Cyprus,Ukraine,CYP,UKR,30,135,0,0,0,0,0
2019,Czechia,Ukraine,CZE,UKR,305,146,0,0,0,0,0
2019,Denmark,Ukraine,DNK,UKR,28,29,0,0,0,0,0
2019,Ecuador,Ukraine,ECU,UKR,14,0,0,0,0,0,0
2019,Estonia,Ukraine,EST,UKR,62,0,0,0,0,0,0
2019,Finland,Ukraine,FIN,UKR,11,25,0,0,0,0,0
2019,France,Ukraine,FRA,UKR,1839,1020,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,185,233,0,0,0,0,0
2019,Georgia,Ukraine,GEO,UKR,306,6,0,0,0,0,252
2019,Germany,Ukraine,DEU,UKR,847,2312,0,0,0,0,0
2019,Greece,Ukraine,GRC,UKR,151,97,0,0,0,0,0
2019,Croatia,Ukraine,HRV,UKR,8,0,0,0,0,0,0
2019,Hungary,Ukraine,HUN,UKR,15,0,0,0,0,0,0
2019,Iceland,Ukraine,ISL,UKR,18,5,0,0,0,0,0
2019,India,Ukraine,IND,UKR,0,9,0,0,0,0,0
2019,Ireland,Ukraine,IRL,UKR,81,33,0,0,0,0,0
2019,Israel,Ukraine,ISR,UKR,5,5056,0,0,0,0,0
2019,Italy,Ukraine,ITA,UKR,6353,1189,0,0,0,0,0
2019,Jordan,Ukraine,JOR,UKR,0,19,0,0,0,0,0
2019,Kyrgyzstan,Ukraine,KGZ,UKR,23,0,0,0,0,0,0
2019,"Rep. of Korea",Ukraine,KOR,UKR,14,64,0,0,0,0,0
2019,Kuwait,Ukraine,KWT,UKR,0,5,0,0,0,0,0
2019,Lebanon,Ukraine,LBN,UKR,0,0,0,0,0,0,5
2019,Liechtenstein,Ukraine,LIE,UKR,5,0,0,0,0,0,0
2019,Lithuania,Ukraine,LTU,UKR,64,5,0,0,0,0,0
2019,Luxembourg,Ukraine,LUX,UKR,6,25,0,0,0,0,0
2019,Mauritania,Ukraine,MRT,UKR,5,0,0,0,0,0,0
2019,"Rep. of Moldova",Ukraine,MDA,UKR,53,5,0,0,0,0,0
2019,Mexico,Ukraine,MEX,UKR,17,5,0,0,0,0,0
2019,Malta,Ukraine,MLT,UKR,142,59,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,20,59,0,0,0,0,0
2019,Norway,Ukraine,NOR,UKR,10,15,0,0,0,0,0
2019,Panama,Ukraine,PAN,UKR,0,5,0,0,0,0,0
2019,Peru,Ukraine,PER,UKR,17,0,0,0,0,0,0
2019,Poland,Ukraine,POL,UKR,485,515,0,0,0,0,0
2019,Portugal,Ukraine,PRT,UKR,436,93,0,0,0,0,0
2019,Romania,Ukraine,ROU,UKR,22,5,0,0,0,0,0
2019,"South Africa",Ukraine,ZAF,UKR,5,0,0,0,0,0,0
2019,"Russian Federation",Ukraine,RUS,UKR,40393,858,0,0,0,0,0
2019,Spain,Ukraine,ESP,UKR,631,6460,0,0,0,0,0
2019,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,15,0,0,0,0,0,0
2019,Slovakia,Ukraine,SVK,UKR,24,0,0,0,0,0,0
2019,Slovenia,Ukraine,SVN,UKR,5,0,0,0,0,0,0
2019,Sweden,Ukraine,SWE,UKR,223,471,0,0,0,0,0
2019,Switzerland,Ukraine,CHE,UKR,65,50,0,0,0,0,0
2019,Ukraine,Ukraine,UKR,UKR,0,0,734000,0,0,0,1680000
2019,Uruguay,Ukraine,URY,UKR,11,5,0,0,0,0,0
2019,"United States of America",Ukraine,USA,UKR,2580,7817,0,0,0,0,0
2020,Argentina,Ukraine,ARG,UKR,118,88,0,0,0,0,0
2020,Armenia,Ukraine,ARM,UKR,115,0,0,0,0,0,0
2020,Australia,Ukraine,AUS,UKR,24,97,0,0,0,0,0
2020,Austria,Ukraine,AUT,UKR,251,182,0,0,0,0,0
2020,Azerbaijan,Ukraine,AZE,UKR,5,0,0,0,0,0,0
2020,Belgium,Ukraine,BEL,UKR,254,155,0,0,0,0,0
2020,Belarus,Ukraine,BLR,UKR,2471,96,0,0,0,0,0
2020,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,5,0,0,0,0,0,0
2020,Brazil,Ukraine,BRA,UKR,19,80,0,0,0,0,0
2020,Bulgaria,Ukraine,BGR,UKR,0,32,0,0,0,0,0
2020,Canada,Ukraine,CAN,UKR,1205,190,0,0,0,0,0
2020,"Costa Rica",Ukraine,CRI,UKR,13,0,0,0,0,0,0
2020,Cyprus,Ukraine,CYP,UKR,30,139,0,0,0,0,0
2020,Czechia,Ukraine,CZE,UKR,284,121,0,0,0,0,0
2020,Denmark,Ukraine,DNK,UKR,29,28,0,0,0,0,0
2020,Ecuador,Ukraine,ECU,UKR,15,5,0,0,0,0,0
2020,Estonia,Ukraine,EST,UKR,29,0,0,0,0,0,0
2020,Finland,Ukraine,FIN,UKR,11,43,0,0,0,0,0
2020,France,Ukraine,FRA,UKR,1921,1940,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,208,228,0,0,0,0,0
2020,Georgia,Ukraine,GEO,UKR,493,13,0,0,0,0,0
2020,Germany,Ukraine,DEU,UKR,895,1519,0,0,0,0,0
2020,Greece,Ukraine,GRC,UKR,158,63,0,0,0,0,0
2020,Croatia,Ukraine,HRV,UKR,8,0,0,0,0,0,0
2020,Hungary,Ukraine,HUN,UKR,14,0,0,0,0,0,0
2020,Iceland,Ukraine,ISL,UKR,19,0,0,0,0,0,0
2020,India,Ukraine,IND,UKR,0,5,0,0,0,0,0
2020,Ireland,Ukraine,IRL,UKR,85,19,0,0,0,0,0
2020,Israel,Ukraine,ISR,UKR,27,1829,0,0,0,0,0
2020,Italy,Ukraine,ITA,UKR,2920,961,0,0,0,0,0
2020,Jordan,Ukraine,JOR,UKR,0,10,0,0,0,0,0
2020,Kyrgyzstan,Ukraine,KGZ,UKR,21,0,0,0,0,0,0
2020,"Rep. of Korea",Ukraine,KOR,UKR,14,30,0,0,0,0,0
2020,Kuwait,Ukraine,KWT,UKR,0,5,0,0,0,0,0
2020,Lebanon,Ukraine,LBN,UKR,0,0,0,0,0,0,5
2020,Liechtenstein,Ukraine,LIE,UKR,5,0,0,0,0,0,0
2020,Lithuania,Ukraine,LTU,UKR,64,5,0,0,0,0,0
2020,Luxembourg,Ukraine,LUX,UKR,5,5,0,0,0,0,0
2020,"Rep. of Moldova",Ukraine,MDA,UKR,33,5,0,0,0,0,0
2020,Mexico,Ukraine,MEX,UKR,17,5,0,0,0,0,0
2020,Malta,Ukraine,MLT,UKR,141,44,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,21,21,0,0,0,0,0
2020,Norway,Ukraine,NOR,UKR,10,9,0,0,0,0,0
2020,Panama,Ukraine,PAN,UKR,0,5,0,0,0,0,0
2020,Peru,Ukraine,PER,UKR,17,0,0,0,0,0,0
2020,Poland,Ukraine,POL,UKR,416,305,0,0,0,0,0
2020,Portugal,Ukraine,PRT,UKR,443,59,0,0,0,0,0
2020,Romania,Ukraine,ROU,UKR,20,5,0,0,0,0,0
2020,"South Africa",Ukraine,ZAF,UKR,5,0,0,0,0,0,0
2020,"Russian Federation",Ukraine,RUS,UKR,18428,148,0,0,0,0,0
2020,Spain,Ukraine,ESP,UKR,922,4290,0,0,0,0,0
2020,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,15,0,0,0,0,0,0
2020,Slovakia,Ukraine,SVK,UKR,24,0,0,0,0,0,0
2020,Slovenia,Ukraine,SVN,UKR,5,0,0,0,0,0,0
2020,Sweden,Ukraine,SWE,UKR,232,390,0,0,0,0,0
2020,Switzerland,Ukraine,CHE,UKR,80,25,0,0,0,0,0
2020,Ukraine,Ukraine,UKR,UKR,0,0,734000,0,0,0,1620000
2020,Uruguay,Ukraine,URY,UKR,11,5,0,0,0,0,0
2020,"United States of America",Ukraine,USA,UKR,2581,8222,0,0,0,0,0
2021,Argentina,Ukraine,ARG,UKR,121,84,0,0,0,0,0
2021,Armenia,Ukraine,ARM,UKR,117,0,0,0,0,0,0
2021,Australia,Ukraine,AUS,UKR,18,99,0,0,0,0,0
2021,Austria,Ukraine,AUT,UKR,253,113,0,0,0,0,0
2021,Azerbaijan,Ukraine,AZE,UKR,5,0,0,0,0,0,0
2021,Belgium,Ukraine,BEL,UKR,289,155,0,0,0,0,0
2021,Belarus,Ukraine,BLR,UKR,2378,14,0,0,0,0,0
2021,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,5,0,0,0,0,0,0
2021,Brazil,Ukraine,BRA,UKR,20,83,0,0,0,0,0
2021,Bulgaria,Ukraine,BGR,UKR,0,6,0,0,0,0,0
2021,Canada,Ukraine,CAN,UKR,1228,98,0,0,0,0,0
2021,"Costa Rica",Ukraine,CRI,UKR,13,5,0,0,0,0,0
2021,Cyprus,Ukraine,CYP,UKR,31,64,0,0,0,0,0
2021,Czechia,Ukraine,CZE,UKR,225,120,0,0,0,0,0
2021,Denmark,Ukraine,DNK,UKR,29,14,0,0,0,0,0
2021,Ecuador,Ukraine,ECU,UKR,15,0,0,0,0,0,0
2021,Estonia,Ukraine,EST,UKR,28,0,0,0,0,0,0
2021,Finland,Ukraine,FIN,UKR,11,14,0,0,0,0,0
2021,France,Ukraine,FRA,UKR,2801,588,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,225,266,0,0,0,0,0
2021,Georgia,Ukraine,GEO,UKR,481,0,0,0,0,0,0
2021,Germany,Ukraine,DEU,UKR,918,1328,0,0,0,0,0
2021,Greece,Ukraine,GRC,UKR,169,99,0,0,0,0,0
2021,Croatia,Ukraine,HRV,UKR,8,0,0,0,0,0,0
2021,Hungary,Ukraine,HUN,UKR,13,0,0,0,0,0,0
2021,Iceland,Ukraine,ISL,UKR,20,0,0,0,0,0,0
2021,India,Ukraine,IND,UKR,0,5,0,0,0,0,0
2021,Ireland,Ukraine,IRL,UKR,79,15,0,0,0,0,0
2021,Israel,Ukraine,ISR,UKR,27,544,0,0,0,0,0
2021,Italy,Ukraine,ITA,UKR,3379,680,0,0,0,0,0
2021,Jordan,Ukraine,JOR,UKR,0,9,0,0,0,0,0
2021,Kyrgyzstan,Ukraine,KGZ,UKR,18,0,0,0,0,0,0
2021,"Rep. of Korea",Ukraine,KOR,UKR,14,24,0,0,0,0,0
2021,Kuwait,Ukraine,KWT,UKR,0,5,0,0,0,0,0
2021,Lebanon,Ukraine,LBN,UKR,0,0,0,0,0,0,5
2021,Liechtenstein,Ukraine,LIE,UKR,5,0,0,0,0,0,0
2021,Lithuania,Ukraine,LTU,UKR,64,5,0,0,0,0,0
2021,Luxembourg,Ukraine,LUX,UKR,5,10,0,0,0,0,0
2021,Latvia,Ukraine,LVA,UKR,0,5,0,0,0,0,0
2021,"Rep. of Moldova",Ukraine,MDA,UKR,18,7,0,0,0,0,0
2021,Mexico,Ukraine,MEX,UKR,19,5,0,0,0,0,0
2021,Malta,Ukraine,MLT,UKR,142,54,0,0,0,0,0
2021,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,34,35,0,0,0,0,0
2021,Norway,Ukraine,NOR,UKR,13,0,0,0,0,0,0
2021,Panama,Ukraine,PAN,UKR,0,5,0,0,0,0,0
2021,Peru,Ukraine,PER,UKR,17,0,0,0,0,0,0
2021,Poland,Ukraine,POL,UKR,422,109,0,0,0,0,0
2021,Portugal,Ukraine,PRT,UKR,447,40,0,0,0,0,0
2021,Romania,Ukraine,ROU,UKR,17,0,0,0,0,0,0
2021,"South Africa",Ukraine,ZAF,UKR,5,0,0,0,0,0,0
2021,"Russian Federation",Ukraine,RUS,UKR,8921,126,0,0,0,0,0
2021,Spain,Ukraine,ESP,UKR,1515,2820,0,0,0,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,15,0,0,0,0,0,0
2021,Slovakia,Ukraine,SVK,UKR,24,0,0,0,0,0,0
2021,Slovenia,Ukraine,SVN,UKR,5,0,0,0,0,0,0
2021,Sweden,Ukraine,SWE,UKR,226,334,0,0,0,0,0
2021,Switzerland,Ukraine,CHE,UKR,91,29,0,0,0,0,0
2021,Ukraine,Ukraine,UKR,UKR,0,0,854000,0,0,0,1424800
2021,Uruguay,Ukraine,URY,UKR,11,6,0,0,0,0,0
2021,"United States of America",Ukraine,USA,UKR,2608,11404,0,0,0,0,0
2024,Albania,Ukraine,ALB,UKR,9250,0,0,0,0,0,0
2024,Egypt,Ukraine,EGY,UKR,0,10,0,0,0,0,0
2024,Argentina,Ukraine,ARG,UKR,121,26,0,0,0,0,0
2024,Armenia,Ukraine,ARM,UKR,706,63,0,0,0,0,0
2024,Australia,Ukraine,AUS,UKR,34,1019,0,0,0,0,0
2024,Austria,Ukraine,AUT,UKR,84987,56,0,0,0,0,0
2024,Azerbaijan,Ukraine,AZE,UKR,4906,206,0,0,0,0,0
2024,Belgium,Ukraine,BEL,UKR,85635,887,0,0,0,0,0
2024,Belarus,Ukraine,BLR,UKR,43114,1199,0,0,0,0,0
2024,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,7,9,0,0,0,0,0
2024,Brazil,Ukraine,BRA,UKR,1330,34,0,0,0,0,0
2024,"Bosnia and Herzegovina",Ukraine,BIH,UKR,267,5,0,0,0,0,0
2024,Bulgaria,Ukraine,BGR,UKR,74322,5,0,0,0,0,0
2024,Canada,Ukraine,CAN,UKR,75221,824,0,0,0,0,0
2024,China,Ukraine,CHN,UKR,0,18,0,0,0,0,0
2024,Chile,Ukraine,CHL,UKR,67,45,0,0,0,0,0
2024,Colombia,Ukraine,COL,UKR,9,25,0,0,0,0,0
2024,"Costa Rica",Ukraine,CRI,UKR,35,18,0,0,0,0,0
2024,Cyprus,Ukraine,CYP,UKR,21875,85,0,0,0,0,0
2024,Czechia,Ukraine,CZE,UKR,388388,126,0,0,0,0,0
2024,Denmark,Ukraine,DNK,UKR,36058,640,0,0,0,0,0
2024,"Dominican Rep.",Ukraine,DOM,UKR,5,28,0,0,0,0,0
2024,Ecuador,Ukraine,ECU,UKR,102,8,0,0,0,0,0
2024,Estonia,Ukraine,EST,UKR,41729,98,0,0,0,0,0
2024,Finland,Ukraine,FIN,UKR,68589,197,0,0,0,0,0
2024,France,Ukraine,FRA,UKR,68929,6296,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,255141,945,0,0,0,0,0
2024,Georgia,Ukraine,GEO,UKR,29914,85,0,0,0,0,0
2024,Germany,Ukraine,DEU,UKR,1205729,1830,0,0,0,0,0
2024,Ghana,Ukraine,GHA,UKR,0,5,0,0,0,0,0
2024,Greece,Ukraine,GRC,UKR,32830,61,0,0,0,0,0
2024,Guatemala,Ukraine,GTM,UKR,5,0,0,0,0,0,0
2024,Croatia,Ukraine,HRV,UKR,27256,11,0,0,0,0,0
2024,Hungary,Ukraine,HUN,UKR,62987,0,0,0,0,0,0
2024,Iceland,Ukraine,ISL,UKR,4029,27,0,0,0,0,0
2024,India,Ukraine,IND,UKR,0,89,0,0,0,0,0
2024,Ireland,Ukraine,IRL,UKR,109081,451,0,0,0,0,0
2024,Iraq,Ukraine,IRQ,UKR,0,5,0,0,0,0,0
2024,Israel,Ukraine,ISR,UKR,39,262,0,0,0,0,25000
2024,Italy,Ukraine,ITA,UKR,167780,1875,0,0,0,0,0
2024,Japan,Ukraine,JPN,UKR,2058,0,0,0,0,0,0
2024,Kazakhstan,Ukraine,KAZ,UKR,99,146,0,0,0,0,0
2024,Kenya,Ukraine,KEN,UKR,0,5,0,0,0,0,0
2024,Kyrgyzstan,Ukraine,KGZ,UKR,21,30,0,0,0,0,0
2024,"Rep. of Korea",Ukraine,KOR,UKR,23,37,0,0,0,0,0
2024,Lebanon,Ukraine,LBN,UKR,0,15,0,0,0,0,5
2024,Liechtenstein,Ukraine,LIE,UKR,727,0,0,0,0,0,0
2024,Lithuania,Ukraine,LTU,UKR,50641,10,0,0,0,0,0
2024,Luxembourg,Ukraine,LUX,UKR,3747,40,0,0,0,0,0
2024,Latvia,Ukraine,LVA,UKR,47687,5,0,0,0,0,0
2024,"North Macedonia",Ukraine,MKD,UKR,20741,0,0,0,0,0,0
2024,"Rep. of Moldova",Ukraine,MDA,UKR,135486,375,0,0,0,0,0
2024,Mexico,Ukraine,MEX,UKR,102,130,0,0,0,0,17
2024,Montenegro,Ukraine,MNE,UKR,18558,0,0,0,0,0,0
2024,Morocco,Ukraine,MAR,UKR,0,5,0,0,0,0,0
2024,Malta,Ukraine,MLT,UKR,2591,110,0,0,0,0,0
2024,Nepal,Ukraine,NPL,UKR,0,8,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Ukraine,NLD,UKR,118974,564,0,0,0,0,0
2024,Nigeria,Ukraine,NGA,UKR,0,5,0,0,0,0,0
2024,Norway,Ukraine,NOR,UKR,79112,877,0,0,0,0,0
2024,"New Zealand",Ukraine,NZL,UKR,23,5,0,0,0,0,0
2024,Panama,Ukraine,PAN,UKR,21,5,0,0,0,0,0
2024,Paraguay,Ukraine,PRY,UKR,9,5,0,0,0,0,0
2024,Peru,Ukraine,PER,UKR,31,109,0,0,0,0,0
2024,Philippines,Ukraine,PHL,UKR,0,48,0,0,0,0,0
2024,Poland,Ukraine,POL,UKR,991223,3448,0,0,0,0,0
2024,Portugal,Ukraine,PRT,UKR,57141,16,0,0,0,0,0
2024,Romania,Ukraine,ROU,UKR,177996,5,0,0,0,0,0
2024,"South Africa",Ukraine,ZAF,UKR,5,5,0,0,0,0,0
2024,"Russian Federation",Ukraine,RUS,UKR,6894,149,0,0,0,0,0
2024,Spain,Ukraine,ESP,UKR,222544,1010,0,0,0,0,0
2024,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,SRB,UKR,10719,0,0,0,0,0,61
2024,Slovakia,Ukraine,SVK,UKR,142172,10,0,0,0,0,0
2024,Slovenia,Ukraine,SVN,UKR,11296,127,0,0,0,0,0
2024,Sweden,Ukraine,SWE,UKR,45993,151,0,0,0,0,0
2024,Switzerland,Ukraine,CHE,UKR,66894,639,0,0,0,0,0
2024,"United Rep. of Tanzania",Ukraine,TZA,UKR,0,13,0,0,0,0,0
2024,Tunisia,Ukraine,TUN,UKR,0,6,0,0,0,0,0
2024,Türkiye,Ukraine,TUR,UKR,2616,0,0,0,0,0,0
2024,Ukraine,Ukraine,UKR,UKR,0,0,3665000,0,0,0,851644
2024,Uruguay,Ukraine,URY,UKR,18,5,0,0,0,0,0
2024,"United States of America",Ukraine,USA,UKR,3397,18658,0,0,0,0,0
2025,Albania,Ukraine,ALB,UKR,10763,0,0,0,0,0,0
2025,Egypt,Ukraine,EGY,UKR,0,10,0,0,0,0,0
2025,Argentina,Ukraine,ARG,UKR,121,32,0,0,0,0,0
2025,Armenia,Ukraine,ARM,UKR,4768,24,0,0,0,0,0
2025,Australia,Ukraine,AUS,UKR,3520,1272,0,0,0,0,23
2025,Austria,Ukraine,AUT,UKR,84785,52,0,0,0,0,0
2025,Azerbaijan,Ukraine,AZE,UKR,4893,150,0,0,0,0,0
2025,Belgium,Ukraine,BEL,UKR,89072,638,0,0,0,0,0
2025,Benin,Ukraine,BEN,UKR,0,5,0,0,0,0,0
2025,Belarus,Ukraine,BLR,UKR,41557,1255,0,0,0,0,0
2025,"Bolivia (Plurinational State of)",Ukraine,BOL,UKR,7,9,0,0,0,0,0
2025,Brazil,Ukraine,BRA,UKR,1459,26,0,0,0,0,0
2025,"Bosnia and Herzegovina",Ukraine,BIH,UKR,293,5,0,0,0,0,5
2025,Bulgaria,Ukraine,BGR,UKR,67875,5,0,0,0,0,0
2025,Canada,Ukraine,CAN,UKR,232381,1115,0,0,0,0,0
2025,China,Ukraine,CHN,UKR,0,18,0,0,0,0,0
2025,Chile,Ukraine,CHL,UKR,68,51,0,0,0,0,0
2025,Colombia,Ukraine,COL,UKR,9,0,0,0,0,0,0
2025,"Costa Rica",Ukraine,CRI,UKR,34,15,0,0,0,0,0
2025,Cyprus,Ukraine,CYP,UKR,23853,43,0,0,0,0,0
2025,Czechia,Ukraine,CZE,UKR,378251,117,0,0,0,0,0
2025,Denmark,Ukraine,DNK,UKR,39279,641,0,0,0,0,0
2025,"Dominican Rep.",Ukraine,DOM,UKR,5,28,0,0,0,0,0
2025,Ecuador,Ukraine,ECU,UKR,110,7,0,0,0,0,0
2025,Estonia,Ukraine,EST,UKR,40901,151,0,0,0,0,0
2025,Finland,Ukraine,FIN,UKR,72247,145,0,0,0,0,0
2025,France,Ukraine,FRA,UKR,70260,8859,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Ukraine,GBR,UKR,262436,1311,0,0,0,0,0
2025,Georgia,Ukraine,GEO,UKR,29124,102,0,0,0,0,0
2025,Germany,Ukraine,DEU,UKR,1193063,1654,0,0,0,0,0
2025,Ghana,Ukraine,GHA,UKR,0,5,0,0,0,0,0
2025,Greece,Ukraine,GRC,UKR,36268,61,0,0,0,0,0
2025,Guatemala,Ukraine,GTM,UKR,5,5,0,0,0,0,0
2025,Croatia,Ukraine,HRV,UKR,26873,11,0,0,0,0,0
2025,Hungary,Ukraine,HUN,UKR,63326,0,0,0,0,0,0
2025,Iceland,Ukraine,ISL,UKR,4270,25,0,0,0,0,0
2025,India,Ukraine,IND,UKR,0,93,0,0,0,0,0
2025,Ireland,Ukraine,IRL,UKR,112446,359,0,0,0,0,0
2025,Iraq,Ukraine,IRQ,UKR,0,6,0,0,0,0,0
2025,Israel,Ukraine,ISR,UKR,39,262,0,0,0,0,25000
2025,Italy,Ukraine,ITA,UKR,173620,2012,0,0,0,0,0
2025,Japan,Ukraine,JPN,UKR,2058,0,0,0,0,0,0
2025,Kazakhstan,Ukraine,KAZ,UKR,92,116,0,0,0,0,0
2025,Kenya,Ukraine,KEN,UKR,0,5,0,0,0,0,0
2025,Kyrgyzstan,Ukraine,KGZ,UKR,34,21,0,0,0,0,0
2025,"Rep. of Korea",Ukraine,KOR,UKR,23,39,0,0,0,0,0
2025,Lebanon,Ukraine,LBN,UKR,0,18,0,0,0,0,5
2025,Liechtenstein,Ukraine,LIE,UKR,763,0,0,0,0,0,0
2025,Lithuania,Ukraine,LTU,UKR,49248,5,0,0,0,0,0
2025,Luxembourg,Ukraine,LUX,UKR,3648,50,0,0,0,0,0
2025,Latvia,Ukraine,LVA,UKR,31661,0,0,0,0,0,0
2025,"North Macedonia",Ukraine,MKD,UKR,20741,0,0,0,0,0,0
2025,"Rep. of Moldova",Ukraine,MDA,UKR,132775,186,0,0,0,0,0
2025,Mexico,Ukraine,MEX,UKR,118,68,0,0,0,0,0
2025,Montenegro,Ukraine,MNE,UKR,18992,5,0,0,0,0,0
2025,Morocco,Ukraine,MAR,UKR,0,5,0,0,0,0,0
2025,Malta,Ukraine,MLT,UKR,2335,90,0,0,0,0,0
